Open,High,Low,Close
5.1875,5.265625,5.15625,5.21875
5.21875,5.21875,4.84375,4.9375
4.953125,5.0625,4.90625,4.96875
5,5.0625,4.953125,5.046875
5,5.09375,4.9375,4.96875
4.90625,5.0625,4.84375,5.0625
5.015625,5.140625,5.015625,5.109375
5.0625,5.1875,5.046875,5.15625
5.109375,5.296875,5.109375,5.125
5.109375,5.3125,5.109375,5.25
5.25,5.53125,5.15625,5.453125
5.40625,5.4375,5.046875,5.046875
5.078125,5.21875,4.984375,5.03125
4.96875,5.046875,4.90625,4.984375
5,5.375,4.984375,5.140625
5.125,5.28125,5.0625,5.28125
5.25,5.28125,5.0625,5.171875
5.140625,5.1875,5.09375,5.15625
5.125,5.234375,5.109375,5.203125
5.21875,5.453125,5.21875,5.265625
5.234375,5.609375,5.203125,5.59375
5.59375,5.703125,5.46875,5.515625
5.515625,5.6875,5.46875,5.6875
5.5625,5.734375,5.5,5.734375
5.71875,5.859375,5.671875,5.859375
5.859375,5.859375,5.71875,5.8125
5.8125,5.921875,5.78125,5.921875
5.890625,6.125,5.796875,6.046875
6.03125,6.125,5.859375,5.96875
5.9375,6,5.75,5.828125
5.828125,5.875,5.75,5.75
5.75,5.75,5.578125,5.734375
3.8125,4,3.34375,3.359375
3.375,3.390625,3,3.25
3.296875,3.5625,3.265625,3.546875
3.515625,3.796875,3.5,3.796875
3.828125,3.828125,3.6875,3.75
3.75,3.921875,3.625,3.8125
3.84375,3.875,3.703125,3.859375
3.84375,3.84375,3.6875,3.796875
3.796875,3.796875,3.609375,3.671875
3.625,3.671875,3.546875,3.578125
3.59375,3.625,3.46875,3.484375
3.515625,3.625,3.453125,3.546875
3.53125,3.65625,3.53125,3.5625
3.609375,3.609375,3.390625,3.546875
3.578125,3.578125,3.390625,3.4375
3.4375,3.78125,3.421875,3.734375
3.703125,3.90625,3.671875,3.90625
3.859375,4,3.8125,4
3.96875,4,3.921875,3.984375
3.984375,4.0625,3.9375,4.015625
4.015625,4.09375,3.96875,4.03125
4.03125,4.0625,3.859375,4.015625
4,4.109375,4,4.109375
4.078125,4.078125,3.96875,3.96875
3.96875,4.125,3.96875,4.078125
4.03125,4.109375,3.9375,3.96875
4,4.0625,3.96875,4.015625
4.03125,4.21875,3.96875,4.21875
4.1875,4.21875,4.09375,4.140625
4.140625,4.15625,4,4
3.96875,4.03125,3.9375,3.953125
4,4,3.75,3.765625
3.71875,3.953125,3.6875,3.953125
3.96875,3.96875,3.84375,3.9375
3.890625,4.25,3.875,4.203125
4.15625,4.171875,4.109375,4.125
4.125,4.1875,4.09375,4.140625
4.15625,4.203125,4.125,4.1875
4.1875,4.1875,4.125,4.15625
4.15625,4.21875,4.125,4.203125
4.1875,4.421875,4.1875,4.34375
4.359375,4.53125,4.328125,4.4375
4.4375,4.4375,4.328125,4.34375
4.34375,4.671875,4.3125,4.578125
4.546875,4.609375,4.46875,4.5625
4.5,4.5,4.1875,4.21875
4.25,4.265625,4.21875,4.25
4.28125,4.46875,4.28125,4.359375
4.4375,4.59375,4.4375,4.5
4.453125,4.5,4.4375,4.453125
4.40625,4.5,4.390625,4.484375
4.484375,4.5,4.359375,4.5
4.5,4.5625,4.4375,4.484375
4.453125,4.59375,4.453125,4.5625
4.5625,4.5625,4.34375,4.390625
4.390625,4.46875,4.34375,4.46875
4.484375,4.5,4.296875,4.4375
4.4375,4.5,4.390625,4.5
4.46875,4.59375,4.4375,4.46875
4.484375,4.5,4.34375,4.34375
4.3425,4.57,4.3,4.5675
4.5375,4.625,4.5025,4.6
4.5975,4.65,4.55,4.5625
4.5375,4.65,4.5325,4.6125
4.575,4.625,4.4875,4.625
4.6,4.6,4.4825,4.485
4.5,4.5,4.285,4.3175
4.5,4.8,4.5,4.625
4.65,4.8125,4.65,4.735
4.8125,4.925,4.7925,4.8625
4.875,5.42,4.875,5.375
5.25,5.3625,5,5.035
5.0125,5.0875,5,5.05
5.025,5.25,5.0025,5.25
5.225,5.225,5.0125,5.1575
5.1575,5.25,5.125,5.19
5.165,5.2175,5.13,5.2
5.15,5.35,5.11,5.32
5.315,5.315,5,5.15
5.15,5.25,5.1175,5.25
5.2375,5.6875,5.1325,5.4375
5.5,5.5,5.225,5.2375
5.275,5.3625,5.25,5.3075
5.3075,5.325,5,5.0625
5.075,5.1,4.9625,4.995
4.995,5.0575,4.9875,4.995
4.9375,4.96,4.725,4.775
4.8,4.92,4.8,4.8375
4.8625,4.9,4.7575,4.785
4.775,4.825,4.7625,4.7875
4.7875,4.9625,4.755,4.9625
4.9,5,4.825,4.965
4.99,4.99,4.88,4.88
4.875,4.8775,4.8375,4.85
4.85,4.85,4.75,4.8
4.8,4.825,4.66,4.66
4.625,4.6475,4.5875,4.62
4.6,4.6,4.35,4.5
4.475,4.55,4.425,4.45
4.45,4.55,4.45,4.475
4.5,4.6375,4.4875,4.6175
4.6075,4.6075,4.465,4.485
4.5125,4.9875,4.5,4.8775
4.8625,4.9875,4.775,4.9
4.85,4.9875,4.8425,4.8525
4.825,4.83,4.6,4.6
4.65,4.7125,4.5925,4.7125
4.7,4.8925,4.6775,4.775
4.775,4.95,4.7625,4.875
4.85,4.975,4.785,4.8375
4.775,4.8875,4.725,4.7825
4.9,4.9,4.45,4.6025
4.5625,4.63,4.5325,4.62
4.65,4.7075,4.5575,4.6625
4.665,4.815,4.65,4.775
4.75,4.88,4.6875,4.75
4.7375,5.255,4.7375,5
4.9375,5,4.9125,4.995
5.0275,5.0275,4.9875,5
5,5.0125,4.95,4.9875
5,5,4.9125,4.94
4.9875,5.05,4.9075,4.91
5,5.525,5,5.525
5.5125,5.8,5.35,5.4125
5.475,5.6,5.475,5.6
5.5975,5.5975,5.505,5.525
5.555,5.6275,5.52,5.5475
5.5475,5.7625,5.5125,5.7625
5.7625,5.925,5.615,5.615
5.6525,5.75,5.65,5.6975
5.6975,5.6975,5.59,5.6275
5.6375,5.65,5.6,5.6225
5.6225,5.6875,5.515,5.575
5.6,5.775,5.6,5.7425
5.75,5.9,5.7375,5.8375
5.8125,5.94,5.8025,5.94
5.925,6,5.9,6
5.9375,5.9875,5.875,5.955
5.9575,6.1,5.9,6
6,6.0275,5.7625,5.7625
5.75,5.96,5.5025,5.8825
5.8575,5.9125,5.7125,5.75
5.8,5.8,5.5375,5.645
5.645,5.675,5.525,5.595
5.6,5.825,5.5,5.5
5.5625,5.8375,5.5625,5.7925
5.9425,5.975,5.815,5.965
5.965,6.0375,5.9275,6.0175
6.08,6.25,6.08,6.1625
6.1875,6.3025,6.185,6.25
6.25,6.345,6.2275,6.2925
6.25,6.29,6.2,6.2625
6.2375,6.325,6.16,6.2
6.2,6.2,6.05,6.115
6.1475,6.245,6.09,6.095
6.07,6.07,5.9475,5.995
5.9325,5.9975,5.8875,5.97
5.97,6.075,5.97,6.0075
6,6.04,6,6.03
6.0325,6.2375,6.0325,6.135
6.135,6.22,6.105,6.165
6.2275,6.2425,6.0625,6.175
6.1125,6.2175,6.1,6.1725
6.1375,6.3,6.1375,6.27
6.27,6.6125,6.27,6.37
6.3125,6.425,6.2875,6.375
6.375,6.6,6.2875,6.59
6.59,6.775,6.5125,6.575
6.5875,6.6375,6.5625,6.5625
6.5625,6.8125,6.5,6.535
6.535,6.535,6.37,6.37
6.4325,6.6125,6.375,6.6075
6.6,6.675,6.52,6.655
6.68,6.695,6.525,6.66
6.635,6.75,6.635,6.74
6.74,7,6.74,6.945
6.9125,6.925,6.5,6.535
6.56,6.675,6.5125,6.57
6.57,6.57,6.3875,6.4675
6.4675,6.4725,5.985,6.0125
5.875,6,5.375,5.7875
5.7875,5.8,5.7,5.76
5.7675,6,5.7625,5.97
5.95,5.9525,5.85,5.8625
5.8375,6.0325,5.775,6.0275
6.1875,6.4,5.9375,6.25
6.25,6.43,6.175,6.2125
6.2125,6.25,6.1125,6.195
6.2375,6.275,6.175,6.225
6.3125,6.3125,6,6.0225
6.025,6.0875,5.875,5.9875
5.9875,6.1,5.975,6.07
6.05,6.175,6.05,6.095
6.095,6.205,6.0875,6.0875
6.0375,6.0625,5.9275,5.995
5.9875,6.07,5.925,5.9625
6,6.13,6,6.0375
6.0625,6.265,6.0575,6.265
6.265,6.45,6.265,6.3075
6.2825,6.405,6.2125,6.245
6.2125,6.385,6.2125,6.3625
6.3625,6.505,6.25,6.505
6.505,6.505,6.275,6.32
6.4,6.475,6.2625,6.3875
6.425,6.55,6.3125,6.4975
6.475,6.475,6.33,6.4375
6.4375,6.5125,6.3125,6.4125
6.4,6.425,6.285,6.285
6.3125,6.55,6.2975,6.525
6.5,6.625,6.4875,6.57
6.54,6.65,6.5075,6.5725
6.5625,6.59,6.475,6.5
6.5,6.525,6.4875,6.505
6.5025,6.525,6.4625,6.5
6.5025,6.525,6.3625,6.515
6.465,6.55,6.3875,6.4125
6.1625,6.3875,6.075,6.205
6.205,6.225,5.925,5.9375
6,6,5.75,5.815
5.7525,5.7525,5.4125,5.5075
5.425,5.5,5.35,5.4125
5.375,5.4625,5.1,5.25
5.25,5.3375,5.2,5.28
5.3425,5.55,5.325,5.5125
5.5,5.625,5.275,5.58
5.625,5.9875,5.6,5.6
5.65,5.925,5.65,5.8175
5.8375,6,5.8375,5.965
5.9625,6.0625,5.7675,5.8125
5.8375,6.075,5.8375,6.0325
6.0575,6.1475,5.8425,6.0625
6.05,6.125,6.025,6.1025
6.05,6.0875,5.95,6.0375
6.05,6.2,5.925,6.075
6.0825,6.2375,6.0825,6.175
6.2125,6.2125,6.0375,6.1225
6.1225,6.125,5.9925,6.0225
6.0225,6.175,6.0125,6.175
6.175,6.2875,6.16,6.1625
6.15,6.2775,6.08,6.27
6.275,6.6,6.2675,6.565
6.565,6.625,6.45,6.505
6.475,6.6625,6.475,6.5875
6.5875,6.615,6.5125,6.575
6.55,6.75,6.49,6.725
6.725,6.725,6.35,6.49
6.4375,6.4375,6.155,6.1625
6.2,6.2875,6.14,6.275
6.3,6.4475,6.275,6.35
6.3525,6.4875,6.3525,6.4875
6.4875,6.5625,6.42,6.555
6.52,6.6,6.47,6.47
6.45,6.4525,6.23,6.425
6.375,6.4,6.26,6.2625
6.2625,6.3125,6.25,6.2625
6.275,6.325,6.27,6.315
6.3125,6.375,6.2925,6.35
6.3375,6.375,6.05,6.23
6.23,6.23,6.05,6.07
6.0075,6.03,5.9,5.9225
5.925,5.93,5.815,5.8525
5.8525,5.8625,5.7625,5.8375
5.8625,6.1175,5.8625,6.1
6.1,6.2925,6.1,6.25
6.225,6.3,6.2125,6.3
6.3,6.46,6.3,6.425
6.425,6.43,6.1775,6.225
6.225,6.27,6.2125,6.235
6.225,6.4325,6.225,6.4325
6.4325,6.4675,6.3125,6.3125
6.3025,6.35,5.975,6.1175
6.125,6.4425,6.1075,6.3875
6.375,6.4875,6.225,6.355
6.3375,6.4725,6.325,6.405
6.4,6.54,6.4,6.4575
6.45,6.4525,6.1,6.17
6.2325,6.5125,6.2,6.5125
6.5125,6.6275,6.4625,6.62
6.595,6.75,6.595,6.725
6.7375,6.7875,6.5625,6.6725
6.6875,7.1,6.6875,7.1
7.1875,7.2875,6.9375,7.115
7.0875,7.0875,6.8625,6.92
6.875,6.9925,6.825,6.8875
6.8375,6.925,6.725,6.86
6.9225,7.175,6.875,7.155
7.175,7.275,7.05,7.1375
7.1,7.1025,6.8875,6.9025
6.9375,7.275,6.9375,7.19
7.19,7.19,6.8875,6.9075
6.9125,6.93,6.625,6.85
6.875,6.9975,6.75,6.7625
6.7625,6.8625,6.75,6.8375
6.825,6.8625,6.7525,6.8275
6.83,6.8725,6.725,6.825
6.8125,6.9575,6.7475,6.75
6.7375,6.7725,6.6525,6.7
6.7,6.7025,6.45,6.46
6.4375,6.5125,6.275,6.5125
6.5,6.625,6.475,6.625
6.625,6.66,6.5,6.5075
6.51,6.625,6.4775,6.5075
6.525,6.6625,6.5,6.5
6.5025,6.595,6.475,6.5425
6.545,6.6875,6.5,6.6875
6.7,6.7375,6.575,6.66
6.65,6.8125,6.635,6.7525
6.7525,6.845,6.695,6.8425
6.845,6.9525,6.725,6.7375
6.735,6.8425,6.675,6.8375
6.8425,6.8925,6.7175,6.7325
6.7625,6.9125,6.7625,6.885
6.875,6.8875,6.25,6.4125
6.415,6.7175,6.3625,6.365
6.625,7.1175,6.575,7
6.95,7.15,6.95,7.0975
7.1375,7.4,7.1125,7.25
7.25,7.3825,7.1625,7.3825
7.35,7.35,6.95,7
7,7.1375,6.985,7.075
7.075,7.1875,7.045,7.1
7.075,7.0875,6.9,6.9125
6.9125,6.9125,6.7,6.75
6.8125,7.25,6.8025,7.2125
7.1625,7.39,6.85,6.85
6.8375,7.3375,6.75,7.245
7.2075,7.2375,6.825,6.8875
6.95,7.075,6.91,6.91
6.91,7.04,6.91,7.015
7.025,7.225,6.9875,7.1325
7.125,7.1275,6.8225,6.9375
6.8875,6.9375,6.79,6.8575
6.8825,6.9375,6.7875,6.9275
6.9125,7.1475,6.89,7.0325
7.0375,7.0625,6.9325,6.9625
7,7.0875,6.9125,6.955
6.9625,6.9625,6.75,6.7675
6.7925,7.075,6.725,7.025
7,7,6.75,6.925
6.975,7.0125,6.85,6.935
6.8725,7.025,6.8725,6.935
6.925,7.0125,6.9225,6.975
6.975,7.085,6.825,7
7,7,6.88,6.8975
6.8875,7.075,6.825,7
7,7,6.8775,6.9125
6.85,6.8625,6.75,6.8
6.825,7.0375,6.825,7.03
7.05,7.1675,6.675,6.805
6.825,7.0175,6.825,6.9875
6.975,6.975,6.8125,6.9
6.9,6.9,6.705,6.7175
6.7175,6.8,6.5125,6.735
6.6725,6.85,6.6625,6.805
6.7875,6.8,6.65,6.675
6.65,6.7425,6.6,6.655
6.68,6.9625,6.68,6.8525
6.8525,6.895,6.725,6.765
6.775,6.825,6.7625,6.7625
6.8125,6.9675,6.8,6.9675
6.9675,6.985,6.7125,6.7475
6.75,7.0125,6.75,6.9975
7,7,6.715,6.725
6.75,6.9125,6.7475,6.8375
6.8375,6.8375,6.7,6.7
6.725,6.825,6.705,6.7625
6.775,6.775,6.6975,6.7025
6.575,6.645,5.9775,6.1
6.1,6.345,6.1,6.25
6.225,6.3125,6.225,6.285
6.285,6.285,6.125,6.2
6.2,6.375,6.1875,6.28
6.225,6.4925,6.1375,6.4375
6.4,6.5625,6.3125,6.55
6.54,6.61,6.5,6.5775
6.5775,6.6025,6.3825,6.3825
6.385,6.5475,6.3375,6.5025
6.525,6.6225,6.375,6.4425
6.4375,6.4425,6.2775,6.28
6.2625,6.2875,6.1375,6.195
6.225,6.24,6.0925,6.1225
6.15,6.225,6.0675,6.1025
6.125,6.425,6.0875,6.37
6.425,6.45,6.05,6.0825
6.075,6.2975,6.075,6.25
6.2,6.3125,5.945,5.945
6,6.1125,5.9925,6.0625
6.0625,6.1375,5.9025,5.9375
5.9375,6.0875,5.93,6.0475
6.025,6.1,5.95,5.95
5.95,6.085,5.775,6.065
6.065,6.0875,5.8775,5.8975
5.8975,6.145,5.8975,6.13
6.1375,6.1975,5.925,5.955
5.925,5.95,5.7925,5.7925
5.75,5.8725,5.75,5.8125
5.8125,5.8875,5.8,5.845
5.8125,5.825,5.675,5.6875
5.6875,5.6875,5.5625,5.625
5.6875,6.0625,5.625,5.95
6.0125,6.05,5.7125,5.7125
5.7175,5.8375,5.6675,5.825
5.8375,6.0125,5.7625,5.8675
5.85,6.0375,5.775,6.035
6.0625,6.335,6.0625,6.1325
6.1375,6.35,6.05,6.2125
6.2075,6.2325,5.975,5.9875
6,6.2375,5.975,6.0075
5.975,6.065,5.95,6
6,6.05,5.5975,5.785
5.7875,5.9475,5.7,5.795
5.7625,5.775,5.545,5.6925
5.75,5.925,5.71,5.7175
5.725,5.825,5.6775,5.8
5.7875,5.79,5.405,5.45
5.5,5.55,5.125,5.2125
5.25,5.5275,5.2125,5.4875
5.5125,5.5625,5.385,5.45
5.45,5.4525,5.325,5.39
5.44,5.5375,5.335,5.3375
5.3375,5.3625,4.9175,5.005
5.005,5.005,4.8275,4.91
4.925,5.2625,4.925,5.1925
5.2425,5.2975,4.9125,5.0375
5.04,5.36,4.9625,5.255
5.3,5.4375,5.2875,5.425
5.425,5.4575,5.17,5.25
5.1875,5.1875,4.9825,5.0625
5.0625,5.075,4.8125,4.9475
4.895,4.9075,4.6,4.6425
4.7375,5.475,4.7375,5.475
5.75,6.0175,5.5725,5.8925
5.9,6.1,5.7125,5.88
5.8925,6.055,5.88,5.975
5.9375,6.245,5.785,6.0125
6.0025,6.115,5.9375,6.085
6.0875,6.22,6.01,6.125
6.125,6.145,5.9,5.9925
6.0175,6.1,5.75,5.75
5.8,6.0325,5.8,6.005
6.0075,6.125,5.84,6.1025
6.1025,6.37,6.1025,6.2675
6.2675,6.4075,6.175,6.3325
6.325,6.375,6.2,6.2
6.225,6.275,6.1125,6.125
6.1375,6.3375,6.0375,6.325
6.34,6.375,6.1675,6.2475
6.245,6.2925,6.15,6.2625
6.2875,6.425,6.155,6.3125
6.2875,6.365,6.1875,6.3375
6.3375,6.435,6.275,6.365
6.365,6.365,6.23,6.32
6.32,6.3375,6.2525,6.2775
6.2775,6.2775,6.1775,6.2625
6.2675,6.275,6.1875,6.215
6.21,6.21,6.0875,6.195
6.1875,6.2575,6.125,6.235
6.21,6.2625,6.1525,6.155
6.1375,6.1375,5.9575,5.9825
5.975,6.075,5.94,6.075
6.0625,6.1,5.9125,6.025
6.0375,6.125,6.0375,6.1125
6.1075,6.215,6.09,6.2075
6.1875,6.275,6.125,6.2
6.25,6.275,6.2125,6.225
6.225,6.225,6.1475,6.19
6.225,6.225,6.135,6.19
6.19,6.2,6.17,6.18
6.1875,6.2275,6.08,6.0925
6.0875,6.1875,5.9825,6.155
6.1525,6.1875,6.1375,6.15
6.275,6.275,6.175,6.2375
6.2375,6.25,6.175,6.205
6.2075,6.2125,6.1475,6.1825
6.2,6.295,6.2,6.25
6.25,6.3125,6.225,6.2975
6.2875,6.4375,6.275,6.3025
6.2875,6.4075,6.24,6.3975
6.375,6.4375,6.3125,6.375
6.375,6.43,6.325,6.325
6.3125,6.4825,6.3125,6.4
6.4,6.4625,6.2925,6.4625
6.45,6.5375,6.4125,6.4375
6.4625,6.4875,6.37,6.425
6.425,6.425,6.235,6.25
6.2375,6.245,6.15,6.1875
6.225,6.4375,6.185,6.225
6.2175,6.3,6.2,6.2375
6.2625,6.3275,6.08,6.1725
6.125,6.2675,6.0375,6.1925
6.255,6.3575,6.15,6.1975
6.195,6.205,6.1375,6.1775
6.1625,6.175,6.025,6.09
6.09,6.1375,5.9525,5.9725
5.975,6.35,5.975,6.35
6.4,6.5925,6.3775,6.505
6.4825,6.6,6.46,6.5125
6.55,6.605,6.5,6.525
6.5125,6.515,6.425,6.425
6.4275,6.4275,6.2875,6.375
6.375,6.5,6.375,6.4225
6.375,6.495,6.375,6.4125
6.4375,6.515,6.4225,6.5025
6.4975,6.4975,6.395,6.4875
6.4925,6.5125,6.39,6.4875
6.475,6.4975,6.41,6.415
6.415,6.4625,6.275,6.32
6.295,6.345,6.215,6.33
6.33,6.4975,6.33,6.41
6.4,6.6175,6.4,6.6125
6.625,6.725,6.5175,6.635
6.635,6.875,6.625,6.8275
6.825,6.845,6.7525,6.7675
6.7675,6.835,6.7375,6.7625
6.775,6.835,6.6775,6.7825
6.775,6.8725,6.7075,6.85
6.85,6.8575,6.7125,6.8275
6.85,6.85,6.6575,6.75
6.7375,6.7875,6.6875,6.71
6.715,6.75,6.4625,6.59
6.5925,6.625,6.5325,6.58
6.55,6.575,6.31,6.4
6.3625,6.4225,6.35,6.375
6.4,6.5,6.385,6.4375
6.4425,6.5025,6.3925,6.475
6.45,6.5325,6.45,6.5125
6.5,6.5525,6.475,6.495
6.5,6.53,6.43,6.4525
6.455,6.56,6.4525,6.555
6.5625,6.5625,6.4625,6.5125
6.515,6.58,6.375,6.4125
6.4125,6.545,6.375,6.545
6.5375,6.5375,6.4375,6.44
6.425,6.5,6.3375,6.4825
6.4825,6.555,6.4825,6.55
6.555,6.555,6.44,6.535
6.5375,6.5375,6.45,6.5275
6.5375,6.5875,6.4875,6.5625
6.55,6.57,6.445,6.515
6.515,6.515,6.4725,6.4775
6.4875,6.4875,6.2225,6.355
6.375,6.4225,6.285,6.3675
6.325,6.425,6.275,6.395
6.4125,6.475,6.385,6.4
6.4625,6.4625,6.325,6.3525
6.325,6.36,6.2,6.2975
6.2975,6.4475,6.2775,6.3875
6.4,6.4425,6.3025,6.3425
6.35,6.375,6.3125,6.37
6.375,6.41,6.3125,6.3875
6.3875,6.3975,6.32,6.39
6.3925,6.5,6.38,6.5
6.5,6.6175,6.5,6.5025
6.4625,6.4875,6.4025,6.425
6.45,6.475,6.36,6.39
6.3875,6.625,6.3225,6.5525
6.5525,6.6525,6.5375,6.5675
6.57,6.5775,6.395,6.4175
6.4175,6.4175,6.17,6.2275
6.225,6.3075,6.175,6.295
6.2875,6.3025,6.225,6.2825
6.2625,6.2625,6.1025,6.11
6.1,6.3875,6.1,6.3775
6.4125,6.4225,6.1075,6.1325
6.3125,6.545,6.3,6.4825
6.5,6.5,6.375,6.3875
6.39,6.4625,6.35,6.3725
6.405,6.45,6.3775,6.385
6.4325,6.4375,6.345,6.3625
6.3625,6.4275,6.325,6.4275
6.425,6.45,6.325,6.34
6.3125,6.315,6.15,6.1925
6.1925,6.3125,6.125,6.295
6.3125,6.4375,6.3075,6.4375
6.4125,6.42,6.2875,6.39
6.3875,6.55,6.375,6.465
6.45,6.55,6.4125,6.5125
6.5125,6.5125,6.3675,6.385
6.36,6.5125,6.3275,6.5125
6.5125,6.525,6.45,6.525
6.55,6.63,6.5275,6.615
6.6,6.675,6.5875,6.6525
6.665,6.7425,6.625,6.63
6.625,6.7,6.625,6.63
6.6225,6.6625,6.5925,6.6425
6.6675,6.6675,6.5425,6.5425
6.4925,6.6275,6.4875,6.6125
6.595,6.595,6.48,6.51
6.475,6.525,6.4625,6.4775
6.44,6.4525,6.3325,6.3725
6.3875,6.5575,6.3225,6.535
6.5375,6.66,6.4975,6.5475
6.525,6.6825,6.515,6.675
6.65,6.65,6.52,6.5475
6.5475,6.645,6.5,6.6325
6.6,6.6725,6.5025,6.6725
6.7225,6.875,6.7,6.8725
6.85,6.8625,6.6125,6.7125
6.725,6.8525,6.7,6.8525
6.8375,6.8375,6.725,6.755
6.7375,6.7525,6.695,6.7375
6.7875,6.8,6.745,6.775
6.75,6.91,6.6975,6.85
6.85,6.9925,6.85,6.935
7,7.1375,6.9225,6.97
6.9625,6.9875,6.8425,6.905
6.925,6.96,6.77,6.805
6.8125,6.9625,6.7625,6.775
6.775,6.8575,6.755,6.84
6.875,6.8975,6.75,6.77
6.77,6.855,6.7625,6.8525
6.9,6.9175,6.7675,6.83
6.85,6.9625,6.85,6.9475
6.875,6.95,6.8625,6.95
6.9625,6.9625,6.8125,6.8125
6.8125,6.8725,6.8125,6.8225
6.8125,6.9025,6.8025,6.825
6.8125,6.825,6.7375,6.7475
6.775,7.25,6.775,7.2125
7.2125,7.2325,7.1625,7.2125
7.2125,7.2125,7.165,7.185
7.1625,7.225,7.1375,7.2075
7.1875,7.2175,7.165,7.175
7.1875,7.2225,7.1625,7.2175
